(41.87921386, -87.69993621)
(41.74631714, -87.72180913)
(41.72610637, -87.64212604)
(41.78306276, -87.6132676)
(41.84966653, -87.63194093)
(42.00971505, -87.6949747)
(41.8918174, -87.67204929)
(41.93385538, -87.64573833)
(41.85299792, -87.72479124)
(41.88350019, -87.6278767)
(41.89789513, -87.62409661)
(41.74373813, -87.61916697)
(41.77847855, -87.70069015)
(41.89273519, -87.70400801)
(41.8832545, -87.76022446)
(41.74497157, -87.59676031)
(41.74265645, -87.63201847)
(41.73703228, -87.57732234)
(41.78462496, -87.6497698)
(41.75646742, -87.56000427)
(41.88620277, -87.62068572)
(41.91624179, -87.70391307)
(41.78175367, -87.59467126)
(41.88932658, -87.75784174)
(41.77740449, -87.60463463)
(41.88041751, -87.62773067)
(41.96491786, -87.65000063)
(41.97678704, -87.6899821)
(41.89671455, -87.62534014)
(41.95791912, -87.71671299)
(41.87562352, -87.65184859)
(41.71018503, -87.65475978)
(41.886817, -87.62905947)
(41.81160693, -87.6751749)
(41.86365988, -87.62574164)
(41.88151249, -87.63086935)
(41.78487569, -87.58814546)
(41.90527699, -87.7509392)
(41.9309465, -87.78896265)
(41.9018744, -87.72505469)
(41.79872629, -87.67200601)
(41.76875279, -87.60566731)
(41.75427438, -87.59798798)
(41.95468395, -87.67380048)
(41.98376142, -87.71622462)
(41.91575081, -87.68862247)
(41.88907024, -87.72101144)
(41.69590816, -87.59582281)
(41.93324015, -87.78943194)
(41.88077543, -87.62702903)
(41.75459296, -87.74152854)
(41.90352902, -87.72970425)
(41.92098051, -87.75113815)
(41.84419849, -87.72869881)
(41.84392222, -87.6269207)
(41.83776504, -87.73166576)
(41.66260915, -87.64140022)
(41.92469041, -87.70979032)
(41.89941016, -87.62413127)
(41.77529959, -87.64467029)
(41.89320258, -87.63305515)
(41.82971078, -87.67038096)
(41.90001777, -87.62342663)
(41.77866106, -87.68227253)
(41.93926234, -87.71335694)
(41.72764023, -87.65918101)
(41.73601404, -87.64773912)
(41.81742898, -87.62467699)
(41.77929591, -87.64477419)
(41.71568082, -87.64305821)
(41.97629041, -87.90522722)
(41.65308375, -87.55194424)
(41.73838737, -87.56482321)
(41.98410903, -87.66085538)
(41.97512452, -87.70744144)
(41.91798038, -87.6972125)
(41.78546263, -87.69966815)
(41.87884043, -87.63958293)
(41.96054918, -87.67394957)
(41.93791034, -87.71965499)
(41.89449609, -87.74579223)
(41.88171846, -87.62776043)
(41.83232928, -87.61698315)
(41.97456148, -87.66358892)
(41.89764948, -87.7594089)
(41.93143425, -87.66231301)
(41.90957326, -87.75016172)
(41.88707894, -87.71607626)
(41.95424613, -87.67881585)
(41.96388038, -87.64997127)
(41.98486868, -87.73251531)
(41.68576811, -87.65885315)
(41.76315141, -87.65961947)
(41.94334925, -87.75016647)
(41.75965898, -87.62156345)
(41.94357795, -87.73593561)
(41.9461139, -87.74771152)
(41.80706791, -87.60384375)
(41.85498445, -87.67163599)
(41.72058938, -87.63833536)
(41.67832283, -87.68073707)
(41.79348775, -87.70531353)
(41.73524267, -87.66305112)
(41.89339181, -87.62098778)
(41.78147907, -87.61323032)
(41.77972763, -87.64629477)
(41.90298723, -87.77053928)
(41.89330128, -87.62632175)
(41.75095395, -87.62465369)
(41.87938361, -87.63412406)
(41.72266078, -87.65663225)
(41.68647506, -87.63252644)
(41.89500328, -87.62152816)
(41.73626912, -87.62776824)
(41.86542591, -87.71539981)
(41.70623944, -87.62442718)
(41.77359145, -87.66161818)
(41.78184026, -87.68981165)
(41.99607338, -87.78748829)
(41.88253954, -87.62785054)
(41.88189273, -87.73851556)
(41.97923589, -87.7917402)
(41.85656338, -87.6661136)
(41.94696501, -87.75319557)
(41.96047845, -87.76768058)
(41.92652359, -87.63405052)
(41.78282509, -87.68925549)
(41.75459296, -87.74152854)
(41.73642227, -87.60481597)
(41.87805389, -87.6388497)
(41.70068642, -87.63137613)
(41.85050032, -87.72473049)
(41.80858845, -87.66664834)
(41.886377, -87.74173511)
(41.75213052, -87.60522474)
(41.87920284, -87.62611365)
(41.69933722, -87.61598568)
(41.76426286, -87.58301412)
(41.92844188, -87.70028366)
(41.93698613, -87.64429705)
(41.9065018, -87.75219547)
(41.93089679, -87.69758766)
(41.70732114, -87.61346154)
(41.75231049, -87.6543346)
(41.9384404, -87.77682141)
(41.7784202, -87.74282737)
(41.84642901, -87.65165571)
(41.97375606, -87.84311317)
(41.89576377, -87.68555824)
(41.95331839, -87.75547608)
(41.74536829, -87.60258949)
(41.77356025, -87.64705347)
(41.67160928, -87.65266881)
(41.93010112, -87.64892442)
(41.89484208, -87.63055434)
(41.85566311, -87.66608625)
(41.76569805, -87.72243887)
(41.87748705, -87.6768494)
(41.88448696, -87.62858195)
(41.97376436, -87.65774643)
(41.67792783, -87.63140387)
(41.82493549, -87.62482903)
(41.69451253, -87.66323983)
(41.8949353, -87.6807624)
(41.9018111, -87.72140399)
(41.68258299, -87.66892809)
(41.88211436, -87.63236101)
(41.88350019, -87.6278767)
(41.74700059, -87.59051848)
(41.81287257, -87.70416312)
(41.91693076, -87.74643156)
(41.88956335, -87.74606881)
(41.76205919, -87.68929093)
(41.90232804, -87.63140162)
(41.72945223, -87.64221473)
(41.8945635, -87.62274511)
(41.88369359, -87.62943162)
(41.73693632, -87.58403942)
(41.94945555, -87.69405806)
(41.76587989, -87.65413656)
(41.89677007, -87.68056374)
(41.80718796, -87.60893712)
(41.85552494, -87.6978538)
(41.81435531, -87.70381479)
(41.80499615, -87.60646772)
(41.75459296, -87.74152854)
(41.78673607, -87.66529075)
(41.9180808, -87.70699241)
(41.87235911, -87.72539703)
(41.90701587, -87.67220472)
(41.88154694, -87.62619797)
(41.93114974, -87.7752788)
(41.74271022, -87.63408818)
(41.80866139, -87.59681612)
(41.87920284, -87.62611365)
(41.91951993, -87.7168403)
(41.9684373, -87.71003679)
(41.79700003, -87.78683007)
(41.77261837, -87.56831896)
(41.88550384, -87.62793545)
(41.80893155, -87.60778773)
(41.77712815, -87.65079163)
(41.96613854, -87.69373318)
(41.81399822, -87.64080769)
(41.7764469, -87.68478426)
(41.96474492, -87.71484914)
(41.89317959, -87.63468615)
(41.96936356, -87.70728088)
(41.88721606, -87.76552153)
(41.69590816, -87.59582281)
(41.90308203, -87.76250102)
(41.77526999, -87.65074534)
(41.96204051, -87.71561433)
(41.88526052, -87.63391676)
(41.90669689, -87.76209043)
(41.89872948, -87.62411309)
(41.96031236, -87.77977104)
(41.8726596, -87.62595814)
(41.883721, -87.7208789)
(41.70773333, -87.55340693)
(41.68246649, -87.64815042)
(41.89427265, -87.72605239)
(41.88957411, -87.68579706)
(41.73684167, -87.59102027)
(41.9790063, -87.90646316)
(41.92061497, -87.77591074)
(41.70571782, -87.70254655)
(41.93486408, -87.64508434)
(41.74399808, -87.6033269)
(41.89113018, -87.76126322)
(41.88634071, -87.7119996)
(41.9116839, -87.74591752)
(41.88350019, -87.6278767)
(41.86539738, -87.64066078)
(41.80641317, -87.63448527)
(41.73575527, -87.60349719)
(41.95260741, -87.73244341)
(41.95775244, -87.72507874)
(41.88332252, -87.72906087)
(41.93531491, -87.75410972)
(41.87218466, -87.63129459)
(41.94566058, -87.81313493)
(41.74534014, -87.60507061)
(41.73966937, -87.60490751)
(41.78543842, -87.60442266)
(41.87811414, -87.63430681)
(41.910112, -87.63566981)
(41.76619282, -87.6602108)
(41.75523928, -87.67327725)
(41.87977717, -87.72442706)
(41.90183483, -87.63197271)
(41.88012351, -87.77249521)
(41.87940998, -87.63124856)
(41.96881041, -87.67511094)
(41.89272079, -87.70891137)
(41.92907812, -87.6634512)
(41.93358238, -87.64551708)
(41.96227045, -87.67454217)
(41.80778888, -87.66129775)
(41.66626266, -87.62709112)
(41.93934551, -87.70593532)
(42.01939924, -87.67504949)
(41.9244916, -87.72594597)
(41.8728427, -87.69961726)
(42.00797215, -87.66220098)
(41.75756125, -87.61829537)
(41.75996905, -87.59204761)
(41.79128815, -87.70105192)
(41.88118226, -87.62937473)
(41.72885291, -87.55411868)
(41.81902761, -87.66521938)
(41.89563149, -87.69972259)
(41.86693762, -87.6241415)
(41.91549081, -87.6656949)
(41.8937469, -87.62027864)
(41.88394013, -87.62534164)
(42.01923228, -87.66703966)
(41.89991916, -87.71402049)
(41.87130243, -87.71969405)
(41.88136378, -87.64117873)
(41.78053324, -87.6751481)
(41.88867743, -87.74669759)
(41.88955491, -87.62003146)
(41.9532553, -87.76095801)
(42.00713784, -87.66500976)
(41.72780661, -87.56789469)
(41.67339684, -87.6345424)
(41.82081894, -87.70297005)
(41.90331601, -87.66924171)
