(41.96125438, -87.69778234)
(41.77273757, -87.63712016)
(41.94629413, -87.65066638)
(41.85610665, -87.62557162)
(41.77790372, -87.59301064)
(41.92695869, -87.72439753)
(41.925262, -87.69742679)
(41.85582391, -87.71389916)
(41.92098862, -87.77318105)
(41.83540172, -87.63281593)
(41.76805255, -87.56924564)
(41.90316867, -87.67846717)
(41.78425365, -87.7139872)
(41.96632555, -87.66255002)
(41.9121496, -87.736181)
(41.95372698, -87.77313344)
(41.68087267, -87.64687875)
(41.7796429, -87.61319221)
(41.91042834, -87.68060095)
(41.91458211, -87.62754921)
(41.90552907, -87.66755466)
(41.87250629, -87.65327694)
(41.92669831, -87.68973962)
(41.87172974, -87.71851871)
(41.91342252, -87.66301607)
(41.92358803, -87.7104441)
(41.8035026, -87.60376682)
(41.77032825, -87.60570449)
(41.93717866, -87.77131197)
(41.80515278, -87.62272898)
(41.86554191, -87.76829425)
(41.93208387, -87.69936195)
(41.80305126, -87.74303038)
(41.7323879, -87.58682171)
(41.909943, -87.76423639)
(41.7315145, -87.66658497)
(41.91231612, -87.72763019)
(41.95832786, -87.70204316)
(41.87436328, -87.64301304)
(41.8579872, -87.65433014)
(41.70804263, -87.65259593)
(41.65129396, -87.53866521)
(41.96349359, -87.69975663)
(41.89569203, -87.62729811)
(41.7375811, -87.60363407)
(41.91075653, -87.69455456)
(41.87523613, -87.6330714)
(41.75315533, -87.60109387)
(41.87756742, -87.68471389)
(41.75077211, -87.62453842)
(41.70608332, -87.6361405)
(41.85176461, -87.72302642)
(41.85428011, -87.72232344)
(41.65601998, -87.5398952)
(41.80889043, -87.64388515)
(41.86356723, -87.62406862)
(41.72833655, -87.61118278)
(41.92490358, -87.68729564)
(41.74667999, -87.63298241)
(41.93342018, -87.77604182)
(41.78047736, -87.63185216)
(41.91328713, -87.68241249)
(41.87845501, -87.76969337)
(41.80171934, -87.63070362)
(41.77305577, -87.683473)
(41.8952713, -87.64295321)
(41.96676481, -87.77540198)
(41.76665566, -87.63838824)
(41.75194859, -87.73538866)
(41.87528792, -87.72397398)
(41.68228551, -87.66259793)
(41.8863702, -87.6206912)
(41.87576922, -87.75386927)
(41.86081291, -87.71439799)
(41.73612686, -87.62918406)
(41.85593852, -87.72975553)
(41.77951196, -87.60591232)
(41.80391467, -87.66849399)
(41.91206017, -87.76064652)
(41.80807885, -87.70727646)
(41.78231996, -87.72134983)
(41.7945164, -87.58393388)
(42.01855292, -87.66582866)
(41.77765629, -87.60712848)
(41.87371495, -87.66658514)
(41.77511319, -87.66045115)
(41.83159852, -87.6655877)
(42.02117858, -87.67237771)
(41.81608519, -87.70099517)
(41.76750107, -87.67667428)
(41.91526335, -87.68344688)
(42.0131707, -87.66804126)
(41.67783055, -87.62050376)
(41.91904172, -87.64248027)
(41.91088815, -87.65019879)
(41.79856968, -87.74353361)
(41.85998923, -87.62237548)
(41.94326977, -87.72119151)
(41.75911086, -87.63329808)
(41.78132343, -87.6203963)
(41.89596588, -87.63123255)
(41.77684235, -87.6604954)
(41.87616589, -87.72652861)
(41.90819002, -87.67404783)
(41.89520207, -87.62973867)
(41.75525672, -87.6453757)
(41.76942043, -87.68459477)
(41.78656937, -87.6449567)
(41.93916353, -87.72153952)
(41.89113572, -87.62804978)
(41.74411161, -87.71530754)
(41.92901342, -87.72323142)
(41.91042819, -87.68057523)
(41.89617596, -87.66083103)
(41.88652124, -87.61717865)
(41.84974613, -87.63194373)
(41.87412571, -87.74368398)
(41.75000501, -87.67312565)
(41.90654117, -87.66180964)
(41.89615853, -87.62818919)
(41.85996942, -87.70914199)
(41.90970731, -87.78173309)
(41.8853752, -87.74384129)
(41.86623521, -87.72047309)
(41.86350569, -87.71045858)
(41.84416023, -87.7313416)
(41.77238732, -87.58997636)
(41.707392, -87.62352825)
(41.798088, -87.67077299)
(41.67336741, -87.64056027)
(41.85588644, -87.71633958)
(41.93123171, -87.76958914)
(41.77499056, -87.60307087)
(41.81244767, -87.60443198)
(41.94758973, -87.80950577)
(41.83836069, -87.64839457)
(41.93451455, -87.72822139)
(41.79736346, -87.64280582)
(41.88479095, -87.62446924)
(41.76031972, -87.56316878)
(41.85790365, -87.62193973)
(41.89253479, -87.71256762)
(41.72474751, -87.61784608)
(41.65503837, -87.6051154)
(41.82070678, -87.68967212)
(41.9261329, -87.79532045)
(41.93203098, -87.70773061)
(41.79792836, -87.7330984)
(41.8844186, -87.6449099)
(41.7734583, -87.62394411)
(41.76939847, -87.57149511)
(41.69097314, -87.53889465)
(41.9764212, -87.90497627)
(41.71063518, -87.61988509)
(41.78145923, -87.62061111)
(41.95100996, -87.68109509)
(41.70357795, -87.60389781)
(41.93358238, -87.64551708)
(41.86642884, -87.70350979)
(41.93486599, -87.64494466)
(41.81080046, -87.59573153)
(41.87963583, -87.7361827)
(41.85861398, -87.70666266)
(41.94943509, -87.77483628)
(41.93791394, -87.73700289)
(41.91572961, -87.74605678)
(41.90658465, -87.73625123)
(41.89053546, -87.64581749)
(41.87193477, -87.69969232)
(41.93910209, -87.72650935)
(41.89617549, -87.66075023)
(41.74889535, -87.60268875)
(41.68160456, -87.63851707)
(41.98065174, -87.659987)
(41.91042354, -87.68072223)
(41.92815864, -87.72608757)
(41.87872693, -87.67819903)
(41.72299216, -87.66684525)
(41.89275303, -87.6241939)
(41.86978639, -87.77428182)
(41.93451611, -87.72799719)
(41.91113617, -87.63712085)
(41.67866203, -87.68441988)
(41.74962203, -87.67190558)
(41.77190712, -87.64458194)
(41.95826304, -87.75484684)
(41.90984598, -87.79359094)
(41.89568783, -87.65855155)
(41.89502324, -87.74476999)
(42.00415523, -87.66083563)
(41.90603041, -87.67598031)
(41.80808964, -87.67102941)
(41.75336747, -87.64289278)
(41.87273803, -87.7095722)
(41.88452109, -87.62209989)
(41.99475899, -87.7144777)
(41.95351244, -87.73972135)
(41.92441698, -87.65479109)
(41.903142, -87.63077557)
(41.69044306, -87.65025157)
(41.930887, -87.72206329)
(41.88152445, -87.66270693)
(41.84064101, -87.62351082)
(41.68788321, -87.63257706)
(41.76233501, -87.66739126)
(41.73718573, -87.65094359)
(41.95812372, -87.70937626)
(41.94998639, -87.65319658)
(41.98775769, -87.66019535)
(41.87436328, -87.64301304)
(41.91551941, -87.7123633)
(41.94146277, -87.71991865)
(41.86647444, -87.71953462)
(41.79710328, -87.77463523)
(41.80898136, -87.60655105)
(41.76796366, -87.66268863)
(41.96822416, -87.72972266)
(41.98339581, -87.76833475)
(41.84188854, -87.70984255)
(41.88077543, -87.62702903)
(41.87164856, -87.72388372)
(41.71905417, -87.63950938)
(41.94305644, -87.64936297)
(41.78057165, -87.67514771)
(41.91169357, -87.76307825)
(41.93276412, -87.79090236)
(41.99774466, -87.68903896)
(42.01742551, -87.68846866)
(41.88036792, -87.75537001)
(41.87390551, -87.75816368)
(41.74946618, -87.60441931)
(41.90164626, -87.66382616)
(41.74796625, -87.73059574)
(41.9025324, -87.76566502)
(41.87824469, -87.7549889)
(41.9101179, -87.74610455)
(41.79338144, -87.65849622)
(41.74401195, -87.60205522)
(41.77096917, -87.58626823)
(41.92867959, -87.72444731)
(41.74338852, -87.59043186)
(41.76761023, -87.65903764)
(41.91433836, -87.63480814)
(41.67373796, -87.64057094)
(41.88167907, -87.62939131)
(41.88575141, -87.62669145)
(41.88528085, -87.68654552)
(41.90377392, -87.63947471)
(41.7044172, -87.62442522)
(41.89275303, -87.6241939)
(41.88080179, -87.62551582)
(41.94497954, -87.73474626)
(41.78327627, -87.60274954)
(41.87721496, -87.76475451)
(41.75356249, -87.66190768)
(41.88899385, -87.62693483)
(41.77152001, -87.58320449)
(41.8926701, -87.62810635)
(41.99862629, -87.69113072)
(41.99254656, -87.78680111)
(41.93306616, -87.65144693)
(41.98034473, -87.80116818)
(42.01708433, -87.67765301)
(41.77650415, -87.69698471)
(41.89065769, -87.72228172)
(41.99338873, -87.65831879)
(41.88092426, -87.77181621)
(41.91090902, -87.68845076)
(41.7816768, -87.60109578)
(41.90961085, -87.74730317)
(41.86706732, -87.7643231)
(41.87489694, -87.69494113)
(41.97410483, -87.65128149)
(41.96538705, -87.65833869)
(41.74116717, -87.72771699)
(41.86221827, -87.63908716)
(41.73746967, -87.63879092)
(41.99027411, -87.74832952)
(41.89589602, -87.67791339)
(41.73206543, -87.66694197)
(41.95354009, -87.73711459)
(41.91071224, -87.72635583)
(41.74266037, -87.64629433)
(41.93809072, -87.80028836)
(41.88705768, -87.64751474)
(41.88959792, -87.66222218)
(41.68791342, -87.63619027)
(41.88465026, -87.62791546)
(41.89639369, -87.71878174)
(41.94592365, -87.80703084)
(41.99578187, -87.69876694)
(41.88171491, -87.75310682)
(41.87959381, -87.73972296)
(41.7511646, -87.61219863)
(41.75262884, -87.56624754)
(41.77800694, -87.60833439)
(41.8909541, -87.66891803)
(41.76429292, -87.5800594)
(41.9499798, -87.66046062)
(41.7943325, -87.58392869)
(41.75317384, -87.5599412)
(41.73981759, -87.60491316)
(41.90842194, -87.69419577)
(41.84998706, -87.68557984)
(41.95967943, -87.75819817)
(41.98703035, -87.66017358)
(41.83660077, -87.61677038)
(41.91308418, -87.6872936)
(42.01660711, -87.67530276)
(41.87674762, -87.68874291)
(41.98221425, -87.662512)
(41.80929706, -87.59196703)
(41.85948349, -87.64384855)
(41.91034593, -87.68543287)
(41.97629041, -87.90522722)
(41.86709789, -87.72375071)
(41.91090083, -87.68601875)
(41.74522503, -87.6037967)
(41.85002367, -87.63515594)
(41.8801017, -87.77364844)
(41.76580425, -87.60982805)
(41.8917346, -87.64763733)
(41.9407823, -87.65134635)
(41.72285657, -87.63839885)
(41.70986993, -87.5695688)
(41.72475492, -87.63601561)
(41.73607267, -87.61774605)
(41.88993711, -87.65735603)
(41.80758633, -87.61512779)
(41.80414198, -87.67700448)
(41.88091278, -87.73793711)
(41.9407823, -87.65134635)
(41.93916612, -87.7885252)
(41.87318264, -87.74386889)
(41.79948512, -87.72334302)
(41.93044597, -87.75998597)
(41.75791618, -87.57979312)
(41.78029365, -87.68855121)
(42.02025525, -87.67072753)
(41.88548754, -87.72642205)
(41.87357813, -87.76461417)
(41.7263433, -87.64456327)
(41.80585982, -87.66367633)
(41.94493789, -87.70637673)
